multiverse_id,mtgo_id,set,collector_number,Rarity,Name,Mana Cost,Converted Mana Cost,Type Line,artist,USD Price,USD Foil Price,eur_price,tix_price,image_uri,scryfall_uri
397706,57338,MM2,99,R,Surgical Extraction,{B/P},1.0,Instant,Steven Belledin,50.41,63.3,39.51,39.04,https://img.scryfall.com/cards/large/en/mm2/99.jpg?1517813031,https://scryfall.com/card/mm2/99/surgical-extraction
15393,,6ED,161,R,Vampiric Tutor,{B},1.0,Instant,Gary Leach,50.4,,27.55,,https://img.scryfall.com/cards/large/en/6ed/161.jpg?1517813031,https://scryfall.com/card/6ed/161/vampiric-tutor
10609,,PTK,139,R,"Lady Zhurong, Warrior Queen",{4}{G},5.0, Creature — Human Soldier Warrior,Miao Aili,49.97,,4.25,,https://img.scryfall.com/cards/large/en/ptk/139.jpg?1517813031,https://scryfall.com/card/ptk/139/lady-zhurong-warrior-queen
1505,,LEG,79,R,Telekinesis,{U}{U},2.0,Instant,Daniel Gelon,49.8,,31.89,,https://img.scryfall.com/cards/large/en/leg/79.jpg?1517813031,https://scryfall.com/card/leg/79/telekinesis
15143,12795,UDS,15,R,Replenish,{3}{W},4.0,Sorcery,Jim Nelson,49.65,349.99,30.04,1.62,https://img.scryfall.com/cards/large/en/uds/15.jpg?1517813031,https://scryfall.com/card/uds/15/replenish
10522,,PTK,158,R,Wolf Pack,{6}{G}{G},8.0,Creature — Wolf,Yang Jun Kwon,48.94,,21.02,,https://img.scryfall.com/cards/large/en/ptk/158.jpg?1517813031,https://scryfall.com/card/ptk/158/wolf-pack
754,,2ED,202,U,Ice Storm,{2}{G},3.0,Sorcery,Dan Frazier,47.75,,28.02,,https://img.scryfall.com/cards/large/en/2ed/202.jpg?1525123353,https://scryfall.com/card/2ed/202/ice-storm
1022,,ATQ,66,U,Su-Chi,{4},4.0,Artifact Creature — Construct,Christopher Rush,47.68,,41.23,,https://img.scryfall.com/cards/large/en/atq/66.jpg?1517813031,https://scryfall.com/card/atq/66/su-chi
1412,,LEG,285,R,Mana Matrix,{6},6.0,Artifact,Mark Tedin,47.32,,38.0,,https://img.scryfall.com/cards/large/en/leg/285.jpg?1517813031,https://scryfall.com/card/leg/285/mana-matrix
416827,,CN2,70,M,"Selvala, Heart of the Wilds",{1}{G}{G},3.0, Creature — Elf Scout,Tyler Jacobson,45.88,146.76,26.61,,https://img.scryfall.com/cards/large/en/cn2/70.jpg?1517813031,https://scryfall.com/card/cn2/70/selvala-heart-of-the-wilds
205013,37376,M11,101,R,Leyline of the Void,{2}{B}{B},4.0,Enchantment,Rob Alexander,45.72,96.66,28.21,10.0,https://img.scryfall.com/cards/large/en/m11/101.jpg?1517813031,https://scryfall.com/card/m11/101/leyline-of-the-void
20216,,S99,106,U,Goblin Settler,{3}{R},4.0,Creature — Goblin,Carl Critchlow,45.66,,50.66,,https://img.scryfall.com/cards/large/en/s99/106.jpg?1517813031,https://scryfall.com/card/s99/106/goblin-settler
5263,10429,STH,143,R,Volrath's Stronghold,"",0.0, Land,Kev Walker,45.24,,31.2,1.9,https://img.scryfall.com/cards/large/en/sth/143.jpg?1517813031,https://scryfall.com/card/sth/143/volraths-stronghold
10604,,PTK,32,R,"Zhang Fei, Fierce Warrior",{4}{W}{W},6.0, Creature — Human Soldier Warrior,Qiao Dafu,45.05,,8.8,,https://img.scryfall.com/cards/large/en/ptk/32.jpg?1517813031,https://scryfall.com/card/ptk/32/zhang-fei-fierce-warrior
416787,,CN2,30,M,Expropriate,{7}{U}{U},9.0,Sorcery,Zack Stella,44.59,112.71,29.66,,https://img.scryfall.com/cards/large/en/cn2/30.jpg?1517813031,https://scryfall.com/card/cn2/30/expropriate
1417,,LEG,290,R,Planar Gate,{6},6.0,Artifact,Melissa A. Benson,44.33,,40.45,,https://img.scryfall.com/cards/large/en/leg/290.jpg?1517813031,https://scryfall.com/card/leg/290/planar-gate
414388,61152,EMN,93,M,"Liliana, the Last Hope",{1}{B}{B},3.0, Planeswalker — Liliana,Anna Steinbauer,43.5,91.07,41.69,20.21,https://img.scryfall.com/cards/large/en/emn/93.jpg?1517813031,https://scryfall.com/card/emn/93/liliana-the-last-hope
456783,70447,UMA,187,M,Tarmogoyf,{1}{G},2.0,Creature — Lhurgoyf,Filip Burburan,43.34,71.15,40.88,12.27,https://img.scryfall.com/cards/large/front/4/2/42e56220-81c3-4440-9f97-8616d630a8ee.jpg?1547517874,https://scryfall.com/card/uma/187/tarmogoyf
1470,,LEG,44,R,Acid Rain,{3}{U},4.0,Sorcery,NéNé Thomas,43.17,,32.81,,https://img.scryfall.com/cards/large/en/leg/44.jpg?1517813031,https://scryfall.com/card/leg/44/acid-rain
433249,,C17,8,R,Teferi's Protection,{2}{W},3.0,Instant,Chase Stone,42.97,,29.35,,https://img.scryfall.com/cards/large/en/c17/8.jpg?1517813031,https://scryfall.com/card/c17/8/teferis-protection
158901,30260,EVE,66,R,Bloom Tender,{1}{G},2.0,Creature — Elf Druid,Chippy,42.57,134.04,19.37,0.24,https://img.scryfall.com/cards/large/en/eve/66.jpg?1517813031,https://scryfall.com/card/eve/66/bloom-tender
925,,ARN,31,C,Oubliette,{1}{B}{B},3.0,Enchantment,Douglas Shuler,42.0,,20.75,,https://img.scryfall.com/cards/large/front/3/0/30d1450f-2909-410e-9920-731278fa74de.jpg?1546743198,https://scryfall.com/card/arn/31/oubliette
4944,10035,TMP,330,U,Wasteland,"",0.0,Land,Una Fricker,41.96,,25.07,24.69,https://img.scryfall.com/cards/large/en/tmp/330.jpg?1517813031,https://scryfall.com/card/tmp/330/wasteland
426054,63185,MM3,229,R,Arid Mesa,"",0.0,Land,Raymond Swanland,41.56,50.75,30.65,5.13,https://img.scryfall.com/cards/large/en/mm3/229.jpg?1535416221,https://scryfall.com/card/mm3/229/arid-mesa
15866,15496,7ED,294,R,Ensnaring Bridge,{3},3.0,Artifact,Ron Spencer,40.54,438.75,32.62,22.74,https://img.scryfall.com/cards/large/en/7ed/294.jpg?1517813031,https://scryfall.com/card/7ed/294/ensnaring-bridge
122094,25889,TSP,274,R,Gemstone Caverns,"",0.0, Land,Martina Pilcerova,40.5,92.14,17.73,4.58,https://img.scryfall.com/cards/large/en/tsp/274.jpg?1517813031,https://scryfall.com/card/tsp/274/gemstone-caverns
1054,,ATQ,33,R,Gaea's Avenger,{1}{G}{G},3.0,Creature — Treefolk,Pete Venters,40.31,,21.71,,https://img.scryfall.com/cards/large/en/atq/33.jpg?1517813031,https://scryfall.com/card/atq/33/gaeas-avenger
50162,20716,5DN,156,R,Staff of Domination,{3},3.0,Artifact,Ben Thompson,40.19,42.05,13.59,0.08,https://img.scryfall.com/cards/large/en/5dn/156.jpg?1517813031,https://scryfall.com/card/5dn/156/staff-of-domination
29896,17329,TOR,139,U,Cabal Coffers,"",0.0,Land,Don Hazeltine,39.72,65.17,17.8,1.9,https://img.scryfall.com/cards/large/en/tor/139.jpg?1517813031,https://scryfall.com/card/tor/139/cabal-coffers
4215,,POR,87,R,Cruel Tutor,{2}{B},3.0,Sorcery,Kev Walker,39.69,,19.41,,https://img.scryfall.com/cards/large/en/por/87.jpg?1517813031,https://scryfall.com/card/por/87/cruel-tutor
1499,,LEG,73,U,Reset,{U}{U},2.0,Instant,Nicola Leonard,39.58,,21.2,,https://img.scryfall.com/cards/large/en/leg/73.jpg?1517813031,https://scryfall.com/card/leg/73/reset
191371,34646,ZEN,219,R,Marsh Flats,"",0.0,Land,Izzy,39.33,60.9,26.4,4.01,https://img.scryfall.com/cards/large/en/zen/219.jpg?1517813031,https://scryfall.com/card/zen/219/marsh-flats
1591,,LEG,165,R,Storm World,{R},1.0,World Enchantment,Christopher Rush,39.16,,26.4,,https://img.scryfall.com/cards/large/en/leg/165.jpg?1517813031,https://scryfall.com/card/leg/165/storm-world
382200,,MD1,10,M,Sword of Feast and Famine,{3},3.0,Artifact — Equipment,Chris Rahn,39.05,,24.4,,https://img.scryfall.com/cards/large/en/md1/10.jpg?1517813031,https://scryfall.com/card/md1/10/sword-of-feast-and-famine
370510,48872,MMA,198,R,Arcbound Ravager,{2},2.0,Artifact Creature — Beast,Kev Walker,39.02,65.97,25.27,3.72,https://img.scryfall.com/cards/large/en/mma/198.jpg?1517813031,https://scryfall.com/card/mma/198/arcbound-ravager
10549,,PTK,133,R,Borrowing the East Wind,{X}{G}{G},2.0,Sorcery,Gao Yan,38.98,,3.3,,https://img.scryfall.com/cards/large/en/ptk/133.jpg?1517813031,https://scryfall.com/card/ptk/133/borrowing-the-east-wind
456770,70029,UMA,174,R,Noble Hierarch,{G},1.0,Creature — Human Druid,Mark Zug,37.67,47.94,31.93,10.34,https://img.scryfall.com/cards/large/front/f/f/ff782973-e33c-4edd-bbd7-5c8dc8d59554.jpg?1547517681,https://scryfall.com/card/uma/174/noble-hierarch
1039,,ATQ,16,U,Gate to Phyrexia,{B}{B},2.0,Enchantment,Sandra Everingham,37.66,,24.43,,https://img.scryfall.com/cards/large/en/atq/16.jpg?1517813031,https://scryfall.com/card/atq/16/gate-to-phyrexia
3263,7185,MIR,315,R,Phyrexian Dreadnought,{1},1.0,Artifact Creature — Dreadnought,Pete Venters,37.56,,21.85,0.58,https://img.scryfall.com/cards/large/en/mir/315.jpg?1517813031,https://scryfall.com/card/mir/315/phyrexian-dreadnought
10538,,PTK,105,U,Control of the Court,{1}{R},2.0,Sorcery,Li Yousong,37.47,,16.16,,https://img.scryfall.com/cards/large/en/ptk/105.jpg?1517813031,https://scryfall.com/card/ptk/105/control-of-the-court
532,,LEB,6,R,Blaze of Glory,{W},1.0,Instant,Richard Thomas,37.39,,165.14,,https://img.scryfall.com/cards/large/en/leb/6.jpg?1525123073,https://scryfall.com/card/leb/6/blaze-of-glory
443095,67879,DOM,207,M,"Teferi, Hero of Dominaria",{3}{W}{U},5.0, Planeswalker — Teferi,Chris Rallis,37.36,83.0,34.16,15.99,https://img.scryfall.com/cards/large/front/5/d/5d10b752-d9cb-419d-a5c4-d4ee1acb655e.jpg?1544189923,https://scryfall.com/card/dom/207/teferi-hero-of-dominaria
10709,,PTK,55,R,"Sun Ce, Young Conquerer",{3}{U}{U},5.0, Creature — Human Soldier,Yang Guangmai,36.9,,14.49,,https://img.scryfall.com/cards/large/en/ptk/55.jpg?1517813031,https://scryfall.com/card/ptk/55/sun-ce-young-conquerer
19737,13401,MMQ,246,R,Food Chain,{2}{G},3.0,Enchantment,Val Mayerik,36.87,195.0,18.59,1.23,https://img.scryfall.com/cards/large/en/mmq/246.jpg?1526079999,https://scryfall.com/card/mmq/246/food-chain
10516,,PTK,128,R,"Yuan Shao, the Indecisive",{4}{R},5.0, Creature — Human Soldier,Inoue Junichi,36.69,,19.03,,https://img.scryfall.com/cards/large/en/ptk/128.jpg?1517813031,https://scryfall.com/card/ptk/128/yuan-shao-the-indecisive
124451,24811,CSP,142,R,Thrumming Stone,{5},5.0, Artifact,Rob Alexander,36.36,89.99,16.12,0.32,https://img.scryfall.com/cards/large/en/csp/142.jpg?1517813031,https://scryfall.com/card/csp/142/thrumming-stone
1590,,LEG,164,R,Spinal Villain,{2}{R},3.0,Creature — Beast,Anson Maddocks,36.3,,25.79,,https://img.scryfall.com/cards/large/en/leg/164.jpg?1517813031,https://scryfall.com/card/leg/164/spinal-villain
15772,12973,UDS,143,R,Yavimaya Hollow,"",0.0, Land,Douglas Shuler,36.25,399.95,23.73,0.26,https://img.scryfall.com/cards/large/en/uds/143.jpg?1517813031,https://scryfall.com/card/uds/143/yavimaya-hollow
442150,67236,A25,161,R,"Azusa, Lost but Seeking",{2}{G},3.0, Creature — Human Monk,Winona Nelson,36.13,47.5,24.77,1.6,https://img.scryfall.com/cards/large/en/a25/161.jpg?1521723945,https://scryfall.com/card/a25/161/azusa-lost-but-seeking
1681,,LEG,255,R,Rohgahh of Kher Keep,{2}{B}{B}{R}{R},6.0, Creature — Kobold,"Edward P. Beard, Jr.",36.1,,31.86,,https://img.scryfall.com/cards/large/en/leg/255.jpg?1517813031,https://scryfall.com/card/leg/255/rohgahh-of-kher-keep
209401,38293,SOM,224,R,Blackcleave Cliffs,"",0.0,Land,Dave Kendall,36.03,94.13,23.09,1.19,https://img.scryfall.com/cards/large/en/som/224.jpg?1517813031,https://scryfall.com/card/som/224/blackcleave-cliffs
446746,,CM2,10,M,"Atraxa, Praetors' Voice",{G}{W}{U}{B},4.0, Creature — Angel Horror,Victor Adame Minguez,,35.85,10.81,,https://img.scryfall.com/cards/large/en/cm2/10.jpg?1528775465,https://scryfall.com/card/cm2/10/atraxa-praetors-voice
6634,,P02,137,R,Norwood Priestess,{2}{G}{G},4.0,Creature — Elf Druid,Melissa A. Benson,35.73,,14.48,,https://img.scryfall.com/cards/large/en/p02/137.jpg?1517813031,https://scryfall.com/card/p02/137/norwood-priestess
147425,29561,SHM,7,R,Greater Auramancy,{1}{W},2.0,Enchantment,Chuck Lukacs,35.57,66.71,17.55,0.71,https://img.scryfall.com/cards/large/en/shm/7.jpg?1517813031,https://scryfall.com/card/shm/7/greater-auramancy
